SEL BEAMSEL  cid   1195 id   9 nodes  3335 3772
SEL BEAMSEL  cid   1196 id   9 nodes  3772 3930
SEL BEAMSEL  cid   1197 id   9 nodes  3930 4002
SEL BEAMSEL  cid   1198 id   9 nodes  4002 4379
SEL BEAMSEL  cid   1199 id   9 nodes  4379 4493
SEL BEAMSEL  cid   1200 id   9 nodes  4767 4132
SEL BEAMSEL  cid   1201 id   9 nodes  4132 4163
SEL BEAMSEL  cid   1202 id   9 nodes  4163 3972
SEL BEAMSEL  cid   1203 id   9 nodes  3972 3989
SEL BEAMSEL  cid   1204 id   9 nodes  3989 3780
SEL BEAMSEL  cid   1205 id   9 nodes  6704 3917
SEL BEAMSEL  cid   1206 id   9 nodes  3917 3888
SEL BEAMSEL  cid   1207 id   9 nodes  3888 4026
SEL BEAMSEL  cid   1208 id   9 nodes  4026 3933
SEL BEAMSEL  cid   1209 id   9 nodes  3933 3257
SEL BEAMSEL  cid   1210 id   9 nodes  6100 3983
SEL BEAMSEL  cid   1211 id   9 nodes  3983 3532
SEL BEAMSEL  cid   1212 id   9 nodes  3532 3519
SEL BEAMSEL  cid   1213 id   9 nodes  3519 3605
SEL BEAMSEL  cid   1214 id   9 nodes  3605 3256
SEL BEAMSEL  cid   1215 id   9 nodes  4455 3616
SEL BEAMSEL  cid   1216 id   9 nodes  3616 3573
SEL BEAMSEL  cid   1217 id   9 nodes  3573 4434
SEL BEAMSEL  cid   1218 id   9 nodes  4434 3770
SEL BEAMSEL  cid   1219 id   9 nodes  3770 3294
SEL BEAMSEL  cid   1220 id   9 nodes  3962 3898
SEL BEAMSEL  cid   1221 id   9 nodes  3898 3766
SEL BEAMSEL  cid   1222 id   9 nodes  3766 3906
SEL BEAMSEL  cid   1223 id   9 nodes  3906 4113
SEL BEAMSEL  cid   1224 id   9 nodes  4113 6262
SEL BEAMSEL  cid   1225 id   9 nodes  6591 3758
SEL BEAMSEL  cid   1226 id   9 nodes  3758 3325
SEL BEAMSEL  cid   1227 id   9 nodes  3325 3796
SEL BEAMSEL  cid   1228 id   9 nodes  3796 3609
SEL BEAMSEL  cid   1229 id   9 nodes  3609 3418
SEL BEAMSEL  cid   1230 id   9 nodes  3844 3787
SEL BEAMSEL  cid   1231 id   9 nodes  3787 3673
SEL BEAMSEL  cid   1232 id   9 nodes  3673 3452
SEL BEAMSEL  cid   1233 id   9 nodes  3452 3723
SEL BEAMSEL  cid   1234 id   9 nodes  3723 5453
SEL BEAMSEL  cid   1235 id   9 nodes  5251 4290
SEL BEAMSEL  cid   1236 id   9 nodes  4290 3836
SEL BEAMSEL  cid   1237 id   9 nodes  3836 3875
SEL BEAMSEL  cid   1238 id   9 nodes  3875 4367
SEL BEAMSEL  cid   1239 id   9 nodes  4367 3719
SEL BEAMSEL  cid   1240 id   9 nodes  4454 3924
SEL BEAMSEL  cid   1241 id   9 nodes  3924 3363
SEL BEAMSEL  cid   1242 id   9 nodes  3363 4288
SEL BEAMSEL  cid   1243 id   9 nodes  4288 4340
SEL BEAMSEL  cid   1244 id   9 nodes  4340 3536
SEL BEAMSEL  cid   1245 id   9 nodes  3719 4340
SEL BEAMSEL  cid   1246 id   9 nodes  4340 3975
SEL BEAMSEL  cid   1247 id   9 nodes  3536 3663
SEL BEAMSEL  cid   1248 id   9 nodes  3331 4454
sel group  beam-struts-c2-3 range id 9
